,brand,model,price_in_pln,mileage,gearbox,engine_capacity,fuel_type,city,voivodeship,year
52460,peugeot,Peugeot 306 1.6 XN,2800.0,220 000 km,manual,1 360 cm3,Benzyna,Kielce,Świętokrzyskie,1998
52461,peugeot,Peugeot 406 2.0 ST,3900.0,181 887 km,manual,1 360 cm3,Benzyna,Wrocław,Dolnośląskie,1997
52462,peugeot,Peugeot 306 1.4 XN,9500.0,181 887 km,manual,1 360 cm3,Benzyna,Chyliczki,Mazowieckie,1997
52463,peugeot,Peugeot 206 1.4 Mistral,5900.0,170 000 km,manual,2 963 cm3,Benzyna,Zduńska Wola,Łódzkie,1996
52464,peugeot,Peugeot 406 2.0 ST,6900.0,170 000 km,manual,2 963 cm3,Benzyna,Zielonki Parcela,Mazowieckie,1996
52465,peugeot,Peugeot 306,1750.0,219 333 km,manual,1 998 cm3,Benzyna+LPG,Bielsko-Biała,Śląskie,1999
52466,peugeot,Peugeot 106 1.0 Sketch,3650.0,219 333 km,manual,1 998 cm3,Benzyna+LPG,Nysa,Opolskie,1999
52467,peugeot,Peugeot 106,3000.0,253 000 km,manual,2 445 cm3,Diesel,Gdynia,Pomorskie,1995
52468,peugeot,Peugeot 406 3.0,28500.0,253 000 km,manual,2 445 cm3,Diesel,Radomsko,Łódzkie,1995
52469,peugeot,Peugeot 406,4900.0,254 805 km,manual,1 905 cm3,Diesel,Czechowice-Dziedzice,Śląskie,1998
52470,peugeot,Peugeot 406,4200.0,254 805 km,manual,1 905 cm3,Diesel,Warszawa,Mazowieckie,1998
52471,peugeot,Peugeot 206 1.1 X-Line,3199.0,544 000 km,manual,1 997 cm3,Benzyna+LPG,Białystok,Podlaskie,1999
52472,peugeot,Peugeot Boxer,5699.0,544 000 km,manual,1 997 cm3,Benzyna+LPG,Białystok,Podlaskie,1999
52473,peugeot,Peugeot 306 1.4 XN,6000.0,212 112 km,manual,1 124 cm3,Benzyna,Kowale,Pomorskie,1999
52474,peugeot,Peugeot 206 1.1 Color-Line,2450.0,212 112 km,manual,1 124 cm3,Benzyna,Bydgoszcz,Kujawsko-pomorskie,1999
52475,peugeot,Peugeot 306,4900.0,213 123 km,manual,2 500 cm3,Diesel,Gostyń,Wielkopolskie,1999
52476,peugeot,Peugeot 205,6900.0,213 123 km,manual,2 500 cm3,Diesel,Wojcieszów,Dolnośląskie,1999
